,Activity Id,Students Sets,Subject,Teachers,SKS,Color
208,209,IS-03-03,23814 - ISA2253 - MANAJEMEN RANTAI PASOK,LIA,3,2
209,210,IS-03-04,23814 - ISA2253 - MANAJEMEN RANTAI PASOK,LIA,3,6
210,211,IS-04-01,23801 - ISA1213 - SISTEM ENTERPRISE,LIA,3,4
211,212,IS-04-02,23801 - ISA1213 - SISTEM ENTERPRISE,LIA,3,3
212,213,CE-04-01,23150 - LAA1032 - BAHASA INDONESIA,LSH,2,3
213,214,IE-04-01,23435 - LAA1032 - BAHASA INDONESIA,LSH,2,7
214,215,IE-04-02,23435 - LAA1032 - BAHASA INDONESIA,LSH,2,4
215,216,IS-04-01,23798 - LAA1032 - BAHASA INDONESIA,LSH,2,1
216,217,IS-04-02,23798 - LAA1032 - BAHASA INDONESIA,LSH,2,2
217,218,IS-04-03,23798 - LAA1032 - BAHASA INDONESIA,LSH,2,6
218,219,IS-04-04,23798 - LAA1032 - BAHASA INDONESIA,LSH,2,5
219,220,IF-01-01,23923 - IFB1223 - KALKULUS 2,MDF,3,1
220,221,IF-01-02,23923 - IFB1223 - KALKULUS 2,MDF,3,2
221,222,IS-03-05,23812 - FIA2014 - PERANCANGAN  BASIS DATA,MDF,3,3
222,223,IS-03-05,23812 - FIA2014 - PERANCANGAN  BASIS DATA,MDF,3,4
223,224,IT-03-03,23757 - ITA2224 - PEMROGRAMAN BERBASIS OBJEK,MDF,3,5
224,225,IT-03-03,23757 - ITA2224 - PEMROGRAMAN BERBASIS OBJEK,MDF,3,7
225,226,IS-01-01,23830 - FIA4022 - METODE PENELITIAN DAN PENGEMBANGAN,MNP,2,5
226,227,IS-03-01,23809 - ISA2213 - ANALISIS DAN PERANCANGAN SISTEM INFORMASI,MNP,3,2
227,228,IS-03-02,23809 - ISA2213 - ANALISIS DAN PERANCANGAN SISTEM INFORMASI,MNP,3,3
228,229,IS-04-03,23800 - FIA1214 - ALGORITMA  DAN STRUKTUR DATA,MNP,3,1
229,230,IS-04-03,23800 - FIA1214 - ALGORITMA  DAN STRUKTUR DATA,MNP,3,4
230,231,SE-01-01,23715 - TPA3022 - KEWIRAUSAHAAN,MSK,2,4
231,232,SE-01-01,23712 - FIA4022 - METODE PENELITIAN DAN PENGEMBANGAN,MSK,2,5
232,233,SE-02-01,23708 - SEA3293 - MANAJEMEN PROJEK PERANGKAT LUNAK,MSK,3,3
233,234,SE-03-01,23697 - SEA2263 - REKAYASA APLIKASI INTERNET,MSK,3,2
234,235,SE-04-01,23681 - MAA1013 - MATRIK DAN VEKTOR,MSK,3,1
235,236,IS-02-01,23822 - ISA3213 - KEAMANAN SISTEM INFORMASI,NAS,3,2
236,237,IS-02-02,23822 - ISA3213 - KEAMANAN SISTEM INFORMASI,NAS,3,6
237,238,IS-03-02,23813 - ISA2244 - JARINGAN KOMPUTER DAN KOMUNIKASI DATA,NAS,3,4
238,239,IS-03-02,23813 - ISA2244 - JARINGAN KOMPUTER DAN KOMUNIKASI DATA,NAS,3,5
239,240,IS-03-03,23813 - ISA2244 - JARINGAN KOMPUTER DAN KOMUNIKASI DATA,NAS,3,1
240,241,IS-03-03,23813 - ISA2244 - JARINGAN KOMPUTER DAN KOMUNIKASI DATA,NAS,3,3
241,242,CE-03-01,23261 - MAA2013 - PROBABILITAS DAN STATISTIK,NIS,3,8
242,243,CE-03-02,23261 - MAA2013 - PROBABILITAS DAN STATISTIK,NIS,3,5
243,244,IE-02-01,23618 - IEA3043 - ORGANISASI DAN MANAJEMEN PERUSAHAAN INDUSTRI,NIS,3,3
244,245,IE-03-01,23582 - IEA2232 - PROSES MANUFAKTUR,NNR,2,3
245,246,IE-03-01,23593 - IEA2231 - PRAKTIKUM PROSES MANUFAKTUR,NNR,1,4
246,247,IE-03-02,23582 - IEA2232 - PROSES MANUFAKTUR,NNR,2,1
247,248,IE-03-02,23593 - IEA2231 - PRAKTIKUM PROSES MANUFAKTUR,NNR,1,2
248,249,IE-03-03,23582 - IEA2232 - PROSES MANUFAKTUR,NNR,2,8
249,250,IE-03-03,23593 - IEA2231 - PRAKTIKUM PROSES MANUFAKTUR,NNR,1,9
250,251,IS-02-01,23826 - TPA3022 - KEWIRAUSAHAAN,NPI,2,1
251,252,IS-02-02,23825 - ISA3242 - ETIKA PROFESI TEKNOLOGI INFORMASI,NPI,2,2
252,253,IS-02-02,23826 - TPA3022 - KEWIRAUSAHAAN,NPI,2,7
253,254,IS-03-01,23813 - ISA2244 - JARINGAN KOMPUTER DAN KOMUNIKASI DATA,NPI,3,3
254,255,IS-03-01,23813 - ISA2244 - JARINGAN KOMPUTER DAN KOMUNIKASI DATA,NPI,3,4
255,256,TE-03-01,23221 - TEA2213 - MIKROPROSESOR,NRR,3,8
256,257,TE-03-02,23210 - FEA2223 - ELEKTROMAGNETIKA,NRR,3,3
257,258,TE-03-02,23221 - TEA2213 - MIKROPROSESOR,NRR,3,4
258,259,TE-04-01,23193 - MAA1023 - MATEMATIKA DISKRIT,NRR,3,7
259,260,TE-04-02,23193 - MAA1023 - MATEMATIKA DISKRIT,NRR,3,5
260,261,IT-03-01,23762 - ITA2243 - JARINGAN KOMPUTER LANJUT,OKT,3,4
261,262,IT-03-02,23762 - ITA2243 - JARINGAN KOMPUTER LANJUT,OKT,3,2
262,263,IT-03-03,23761 - ITA2283 - KEAMANAN INFORMASI,OKT,3,3
263,264,IT-03-03,23762 - ITA2243 - JARINGAN KOMPUTER LANJUT,OKT,3,8
264,265,CE-04-01,23204 - SCA1211 - PRAKTIKUM FISIKA 2,ONI,1,4
265,266,CE-04-01,23198 - SCA1213 - FISIKA 2,ONI,3,5
266,267,EE-04-01,23276 - SCA1213 - FISIKA 2,ONI,3,2
267,268,EE-04-01,23288 - SCA1211 - PRAKTIKUM FISIKA 2,ONI,1,6
268,269,TE-04-01,23183 - SCA1211 - PRAKTIKUM FISIKA 2,ONI,1,1
269,270,TE-04-01,23182 - SCA1213 - FISIKA 2,ONI,3,3
270,271,TE-04-02,23183 - SCA1211 - PRAKTIKUM FISIKA 2,ONI,1,7
271,272,TE-04-02,23182 - SCA1213 - FISIKA 2,ONI,3,8
272,273,SE-02-01,23725 - SEA3033 - PENJAMINAN DAN KEAMANAN INFORMASI,PNG,3,1
273,274,SE-03-01,23693 - FIA2014 - PERANCANGAN BASIS DATA,PNG,3,4
274,275,SE-03-01,23693 - FIA2014 - PERANCANGAN BASIS DATA,PNG,3,5
275,276,SE-03-01,23694 - FIA2023 - SISTEM OPERASI KOMPUTER,PNG,3,6
276,277,SE-04-01,23684 - FIA1214 - ALGORITMA DAN STRUKTUR DATA,PNG,3,2
277,278,SE-04-01,23684 - FIA1214 - ALGORITMA DAN STRUKTUR DATA,PNG,3,3
278,279,IS-02-01,23823 - ISA3223 - REKAYASA PERANGKAT LUNAK: CAPSTONE PROJECT,PUR,3,4
279,280,IS-02-02,23823 - ISA3223 - REKAYASA PERANGKAT LUNAK: CAPSTONE PROJECT,PUR,3,1
280,281,IS-03-04,23810 - ISA2223 - PERANCANGAN INTERAKSI,PUR,3,7
281,282,IS-03-05,23810 - ISA2223 - PERANCANGAN INTERAKSI,PUR,3,2
282,283,DB-01-01,23983 - FIB1042 - PENGANTAR INDUSTRI TELEKOMUNIKASI,RAS,2,6
283,284,DB-01-02,23983 - FIB1042 - PENGANTAR INDUSTRI TELEKOMUNIKASI,RAS,2,5
284,285,IS-03-03,23811 - ISA2233 - REKAYASA PROSES BISNIS,RAS,3,4
285,286,IS-03-04,23811 - ISA2233 - REKAYASA PROSES BISNIS,RAS,3,2
286,287,IS-03-05,23811 - ISA2233 - REKAYASA PROSES BISNIS,RAS,3,7
287,288,IE-02-01,23623 - IEA3233 - PERANCANGAN PRODUK,RAZ,3,5
288,289,IE-02-01,23621 - IEA3213 - PENGENDALIAN DAN PENJAMINAN MUTU,RAZ,3,6
289,290,IE-02-02,23623 - IEA3233 - PERANCANGAN PRODUK,RAZ,3,8
290,291,IE-02-02,23621 - IEA3213 - PENGENDALIAN DAN PENJAMINAN MUTU,RAZ,3,9
291,292,IE-01-01,23632 - IEA4023 - MANAJEMEN RANTAI PASOK KEMARITIMAN,RDP,3,7
292,293,IE-03-01,23581 - IEA2222 - ANALISA DAN PERANCANGAN KERJA,RDP,2,1
293,294,IE-03-01,23584 - IEA2221 - PRAKTIKUM PERANCANGAN KERJA DAN ERGONOMI,RDP,1,2
294,295,IE-03-02,23581 - IEA2222 - ANALISA DAN PERANCANGAN KERJA,RDP,2,3
295,296,IE-03-02,23584 - IEA2221 - PRAKTIKUM PERANCANGAN KERJA DAN ERGONOMI,RDP,1,4
296,297,IE-03-03,23581 - IEA2222 - ANALISA DAN PERANCANGAN KERJA,RDP,2,5
297,298,IE-03-03,23584 - IEA2221 - PRAKTIKUM PERANCANGAN KERJA DAN ERGONOMI,RDP,1,6
298,299,DS-01-01,23879 - FIB1042 - PENGANTAR  INDUSTRI TELEKOMUNIKASI,RFD,2,8
299,300,SE-04-01,23683 - SCA1024 - FISIKA DASAR B,RFD,3,5
300,301,SE-04-01,23683 - SCA1024 - FISIKA DASAR B,RFD,3,7
301,302,IF-01-01,23925 - IFB1244 - SISTEM DIGITAL,RFM,3,5
302,303,IF-01-01,23925 - IFB1244 - SISTEM DIGITAL,RFM,3,6
303,304,IF-01-02,23925 - IFB1244 - SISTEM DIGITAL,RFM,3,7
304,305,IF-01-02,23925 - IFB1244 - SISTEM DIGITAL,RFM,3,8
305,306,IT-02-01,23772 - ITA3253 - PEMROGRAMAN INTEGRATIF,RFM,3,3
306,307,IT-02-02,23772 - ITA3253 - PEMROGRAMAN INTEGRATIF,RFM,3,1
307,308,DS-01-01,23877 - DSB1214 - ALGORITMA DAN STRUKTUR DATA,RGT,3,5
308,309,DS-01-01,23877 - DSB1214 - ALGORITMA DAN STRUKTUR DATA,RGT,3,6
309,310,IS-04-04,23800 - FIA1214 - ALGORITMA  DAN STRUKTUR DATA,RGT,3,1
310,311,IS-04-04,23800 - FIA1214 - ALGORITMA  DAN STRUKTUR DATA,RGT,3,3
311,312,IT-02-02,23770 - ITA3273 - PEMBELAJARAN MESIN,RGT,3,7
312,313,IS-01-01,23836 - ISA40D3 - DATA WAREHOUSE DAN INTELIJEN BISNIS,RIN,3,1
313,314,IS-03-02,23812 - FIA2014 - PERANCANGAN  BASIS DATA,RIN,3,6
314,315,IS-03-02,23812 - FIA2014 - PERANCANGAN  BASIS DATA,RIN,3,7
315,316,IS-03-03,23812 - FIA2014 - PERANCANGAN  BASIS DATA,RIN,3,5
316,317,IS-03-03,23812 - FIA2014 - PERANCANGAN  BASIS DATA,RIN,3,8
317,318,CE-03-01,23257 - FEA2021 - PRAKTIKUM PENGOLAHAN SINYAL DIGITAL,RMU,1,1
318,319,CE-03-02,23257 - FEA2021 - PRAKTIKUM PENGOLAHAN SINYAL DIGITAL,RMU,1,2
319,320,TE-01-01,23352 - TEA40I3 - SISTEM TRANSPORTASI CERDAS,RMU,3,9
320,321,TE-03-01,23226 - FEA2023 - PENGOLAHAN SINYAL DIGITAL,RMU,3,3
321,322,TE-03-01,23227 - FEA2021 - PRAKTIKUM PENGOLAHAN SINYAL DIGITAL,RMU,1,4
322,323,TE-03-01,23222 - TEA2211 - PRAKTIKUM MIKROPROSESOR,RMU,1,5
323,324,TE-03-02,23226 - FEA2023 - PENGOLAHAN SINYAL DIGITAL,RMU,3,6
324,325,TE-03-02,23227 - FEA2021 - PRAKTIKUM PENGOLAHAN SINYAL DIGITAL,RMU,1,7
325,326,TE-03-02,23222 - TEA2211 - PRAKTIKUM MIKROPROSESOR,RMU,1,8
326,327,EE-02-01,23307 - EEA3233 - SISTEM INSTRUMENTASI DAN PENGUKURAN,RSY,3,9
327,328,EE-04-01,23304 - FEA1013 - ALGORITMA DAN PEMROGRAMAN,RSY,3,10
328,329,TE-04-02,23188 - FEA1013 - ALGORITMA DAN PEMROGRAMAN,RSY,3,11
329,330,DB-01-01,23984 - FIB1063 - BAHASA INGGRIS 2,RZK,2,1
330,331,DB-01-02,23984 - FIB1063 - BAHASA INGGRIS 2,RZK,2,2
331,332,IS-02-01,23821 - LAA1022 - BAHASA INGGRIS 2,RZK,2,9
332,333,IS-02-02,23821 - LAA1022 - BAHASA INGGRIS 2,RZK,2,10
333,334,IS-04-01,23797 - LAA1012 - BAHASA INGGRIS 1,RZK,2,3
334,335,IS-04-02,23797 - LAA1012 - BAHASA INGGRIS 1,RZK,2,4
335,336,IS-04-03,23797 - LAA1012 - BAHASA INGGRIS 1,RZK,2,5
336,337,IS-04-04,23797 - LAA1012 - BAHASA INGGRIS 1,RZK,2,6
337,338,IT-04-01,23746 - LAA1022 - BAHASA INGGRIS 2,RZK,2,7
338,339,SE-04-01,23680 - LAA1022 - BAHASA INGGRIS 2,RZK,2,8
339,340,EE-02-01,23311 - TPA3012 - EKONOMI TEKNIK,SIL,2,2
340,341,IE-01-01,23641 - IEA40I3 - PERENCANAAN TRANSPORTASI,SIL,3,6
341,342,IE-02-01,23625 - IEA3041 - PRAKTIKUM ORGANISASI DAN KELAYAKAN PERUSAHAAN,SIL,1,1
342,343,IE-02-02,23625 - IEA3041 - PRAKTIKUM ORGANISASI DAN KELAYAKAN PERUSAHAAN,SIL,1,4
343,344,IE-02-02,23642 - IEA40J3 - MANAJEMEN LEAN DAN LOGISTIK,SIL,3,5
344,345,IS-01-01,23833 - ISA40A3 - MANAJEMEN LOGISTIK,SIL,3,3
345,346,CE-04-01,23149 - HUA1023 - PANCASILA DAN KEWARGANEGARAAN,SMH,3,9
346,347,EE-01-01,23386 - HUA1023 - PANCASILA DAN KEWARGANEGARAAN,SMH,3,2
347,348,IS-04-01,23796 - MAA1013 - MATRIKS DAN VEKTOR,SRI,3,6
348,349,IS-04-02,23796 - MAA1013 - MATRIKS DAN VEKTOR,SRI,3,7
349,350,IS-04-03,23796 - MAA1013 - MATRIKS DAN VEKTOR,SRI,3,8
350,351,IS-04-04,23796 - MAA1013 - MATRIKS DAN VEKTOR,SRI,3,4
351,352,CE-03-01,23271 - FEA2211 - PRAKTIKUM ELEKTRONIKA,SSJ,1,3
352,353,CE-03-02,23271 - FEA2211 - PRAKTIKUM ELEKTRONIKA,SSJ,1,4
353,354,EE-02-01,23400 - EEA30D3 - PERANCANGAN SISTEM BERBASIS FPGA,SSJ,3,1
354,355,EE-03-01,23332 - FEA2211 - PRAKTIKUM ELEKTRONIKA,SSJ,1,5
355,356,TE-03-01,23207 - FEA2211 - PRAKTIKUM ELEKTRONIKA,SSJ,1,2
356,357,TE-03-02,23206 - FEA2214 - ELEKTRONIKA,SSJ,2,9
357,358,TE-03-02,23206 - FEA2214 - ELEKTRONIKA,SSJ,2,10
358,359,TE-03-02,23207 - FEA2211 - PRAKTIKUM ELEKTRONIKA,SSJ,1,11
359,360,DB-01-01,23987 - DBB1232 - EKONOMI DIGITAL,SWP,2,7
360,361,DB-01-02,23987 - DBB1232 - EKONOMI DIGITAL,SWP,2,8
361,362,IS-04-01,23799 - ISA1223 - KEPEMIMPINAN DAN KOMUNIKASI INTERPERSONAL,SWP,3,2
362,363,IT-02-01,23773 - ITA3263 - MANAJEMEN RISIKO,SWP,3,4
363,364,IT-02-02,23773 - ITA3263 - MANAJEMEN RISIKO,SWP,3,3
364,365,IT-02-01,23852 - ITA30B3 - MANAJEMEN LOGISTIK,T05,3,8
365,366,IT-02-02,23852 - ITA30B3 - MANAJEMEN LOGISTIK,T05,3,5
366,367,IT-01-01,23774 - FIA4012 - KERJA PRAKTIK,T06,2,4
367,368,IT-01-01,23780 - ITA4212 - ETIKA KEPROFESIAN,T06,2,5
368,369,IT-01-01,23782 - FIA4034 - TUGAS AKHIR,T07,4,6
369,370,IS-01-01,23832 - FIA4034 - TUGAS AKHIR,T10,4,6
370,371,EE-02-01,23215 - TPA3022 - KEWIRAUSAHAAN,TRI,2,7
371,372,TE-01-01,23327 - FEA4012 - ETIKA PROFESI,TRI,2,1
372,373,TE-04-01,23191 - TEA1022 - PENGENALAN TEKNIK TELEKOMUNIKASI,TRI,2,8
373,374,TE-04-02,23191 - TEA1022 - PENGENALAN TEKNIK TELEKOMUNIKASI,TRI,2,4
374,375,SE-02-01,23705 - SEA3273 - DASAR PEMODELAN PERANGKAT LUNAK,TTK,3,5
375,376,SE-02-01,23707 - SEA3252 - KAPITA SELEKTA,TTK,2,6
376,377,SE-02-01,23706 - SEA3243 - PENJAMINAN KUALITAS PERANGKAT LUNAK,TTK,3,7
377,378,SE-03-01,23695 - SEA2223 - ANALISIS KEBUTUHAN PERANGKAT LUNAK,TTK,3,1
378,379,SE-04-01,23685 - SEA1222 - ETIKA PROFESIONALISME DAN KOMUNIKASI,TTK,2,4
379,380,CE-01-01,23371 - CEA40E3 - JARINGAN NIRKABEL,UBM,3,3
380,381,CE-02-01,23363 - CEA3211 - PRAKTIKUM KEAMANAN JARINGAN DAN KOMPUTER,UBM,1,6
381,382,CE-02-01,23344 - CEA3213 - KEAMANAN JARINGAN DAN KOMPUTER,UBM,3,8
382,383,CE-03-01,23243 - CEA2213 - PEMROGRAMAN BERORIENTASI OBJEK,UBM,3,2
383,384,CE-03-02,23243 - CEA2213 - PEMROGRAMAN BERORIENTASI OBJEK,UBM,3,1
384,385,TE-01-01,23361 - TEA40P3 - MANAJEMEN BISNIS TELEKOMUNIKASI,UCN,3,6
385,386,IS-03-01,23810 - ISA2223 - PERANCANGAN INTERAKSI,ULF,3,6
386,387,IS-03-02,23810 - ISA2223 - PERANCANGAN INTERAKSI,ULF,3,8
387,388,IS-03-03,23810 - ISA2223 - PERANCANGAN INTERAKSI,ULF,3,7
388,389,IE-02-02,23620 - IEA3052 - PENGANTAR MANAJEMEN PELABUHAN,WAP,2,6
389,390,IE-03-01,23575 - IEA2033 - STATISTIKA INDUSTRI,WAP,3,7
390,391,IE-03-02,23575 - IEA2033 - STATISTIKA INDUSTRI,WAP,3,8
391,392,IE-03-03,23575 - IEA2033 - STATISTIKA INDUSTRI,WAP,3,2
392,393,TE-02-01,23251 - TEA3223 - ELEKTRONIKA TELEKOMUNIKASI,WLD,3,6
393,394,TE-02-01,23339 - TEA40A3 - KOMUNIKASI OPTIK,WLD,3,7
394,395,TE-02-02,23252 - TEA3221 - PRAKTIKUM ELEKTRONIKA TELEKOMUNIKASI,WLD,1,4
395,396,TE-02-02,23251 - TEA3223 - ELEKTRONIKA TELEKOMUNIKASI,WLD,3,8
396,397,TE-03-01,23203 - MAA2213 - MATEMATIKA TEKNIK 2,WLD,3,9
397,398,DB-01-01,24025 - DBB1213 - TEORI PROBABILITAS,YAN,3,8
398,399,DB-01-02,24025 - DBB1213 - TEORI PROBABILITAS,YAN,3,7
399,400,IS-04-04,23799 - ISA1223 - KEPEMIMPINAN DAN KOMUNIKASI INTERPERSONAL,YAN,3,9
400,401,IT-01-01,23781 - ITA4223 - E-BUSINESS,YAN,3,1
401,402,IS-01-01,23831 - ISA4212 - KAPITA SELEKTA,YPS,2,2
402,403,IS-04-01,23800 - FIA1214 - ALGORITMA  DAN STRUKTUR DATA,YPS,3,7
403,404,IS-04-01,23800 - FIA1214 - ALGORITMA  DAN STRUKTUR DATA,YPS,3,8
404,405,IS-04-02,23800 - FIA1214 - ALGORITMA  DAN STRUKTUR DATA,YPS,3,6
405,406,IS-04-02,23800 - FIA1214 - ALGORITMA  DAN STRUKTUR DATA,YPS,3,9
406,407,IS-03-03,23809 - ISA2213 - ANALISIS DAN PERANCANGAN SISTEM INFORMASI,ZAK,3,6
407,408,IS-03-04,23809 - ISA2213 - ANALISIS DAN PERANCANGAN SISTEM INFORMASI,ZAK,3,8
408,409,IS-03-05,23809 - ISA2213 - ANALISIS DAN PERANCANGAN SISTEM INFORMASI,ZAK,3,9
